iteracion cada-> 6 documents
->>>>IterationNumber<<<<--- : 6
DFA->2
NFA->2
Creation time    DFA->2799906 NFA->1219256
Browsing->(382/1000)   DFA->8405 NFA->11406
Browsing->(383/1000)   DFA->5703 NFA->3301
Browsing->(384/1000)   DFA->900 NFA->3002
Browsing->(385/1000)   DFA->2101 NFA->4502
Browsing->(386/1000)   DFA->901 NFA->3001
Browsing->(387/1000)   DFA->901 NFA->3602
Browsing->(388/1000)   DFA->900 NFA->3001
Browsing->(389/1000)   DFA->901 NFA->3001
Browsing->(390/1000)   DFA->901 NFA->3001
Browsing->(391/1000)   DFA->901 NFA->4502
Browsing->(392/1000)   DFA->1201 NFA->3002
Browsing->(393/1000)   DFA->901 NFA->3302
Browsing->(394/1000)   DFA->600 NFA->3001
Browsing->(395/1000)   DFA->901 NFA->4202
Browsing->(396/1000)   DFA->901 NFA->3001
Browsing->(397/1000)   DFA->901 NFA->3902
Browsing->(398/1000)   DFA->900 NFA->3001
Browsing->(399/1000)   DFA->901 NFA->3902
Browsing->(400/1000)   DFA->1201 NFA->3001
Browsing->(401/1000)   DFA->1201 NFA->4502
Browsing->(402/1000)   DFA->1200 NFA->3002
Browsing->(403/1000)   DFA->1200 NFA->6003
Browsing->(404/1000)   DFA->1801 NFA->13808
Browsing->(405/1000)   DFA->2702 NFA->6904
Browsing->(406/1000)   DFA->1801 NFA->5403
Browsing->(407/1000)   DFA->1801 NFA->5103
Browsing->(408/1000)   DFA->2102 NFA->5103
Browsing->(409/1000)   DFA->1500 NFA->5403
Browsing->(410/1000)   DFA->1801 NFA->5403
Browsing->(411/1000)   DFA->1801 NFA->5403
Browsing->(412/1000)   DFA->3301 NFA->5402
Browsing->(413/1000)   DFA->1500 NFA->5103
Browsing->(414/1000)   DFA->1501 NFA->5703
Browsing->(415/1000)   DFA->1501 NFA->5103
Browsing->(416/1000)   DFA->1501 NFA->5102
Browsing->(417/1000)   DFA->1801 NFA->5403
Browsing->(418/1000)   DFA->1801 NFA->5403
Browsing->(419/1000)   DFA->1801 NFA->5403
Browsing->(420/1000)   DFA->1801 NFA->5403
Browsing->(421/1000)   DFA->1501 NFA->5403
Browsing->(422/1000)   DFA->1801 NFA->6003
Browsing->(423/1000)   DFA->1801 NFA->5703
Browsing->(424/1000)   DFA->1501 NFA->7504
Browsing->(425/1000)   DFA->1501 NFA->5403
Browsing->(426/1000)   DFA->1801 NFA->7204
Browsing->(427/1000)   DFA->1501 NFA->5403
Browsing->(428/1000)   DFA->1501 NFA->6603
Browsing->(429/1000)   DFA->2101 NFA->5102
Browsing->(430/1000)   DFA->1801 NFA->4803
Browsing->(431/1000)   DFA->1801 NFA->5103
Browsing->(432/1000)   DFA->1501 NFA->15008
Browsing->(433/1000)   DFA->1802 NFA->4802
Browsing->(434/1000)   DFA->1500 NFA->5403
Browsing->(435/1000)   DFA->3301 NFA->5103
Browsing->(436/1000)   DFA->1501 NFA->5403
Browsing->(437/1000)   DFA->1801 NFA->5403
Browsing->(438/1000)   DFA->1500 NFA->5103
Browsing->(439/1000)   DFA->1801 NFA->5103
Browsing->(440/1000)   DFA->1501 NFA->5102
Browsing->(441/1000)   DFA->3302 NFA->4502
Browsing->(442/1000)   DFA->600 NFA->3902
Browsing->(443/1000)   DFA->600 NFA->4202
Browsing->(444/1000)   DFA->601 NFA->3602
Browsing->(445/1000)   DFA->600 NFA->4202
Browsing->(446/1000)   DFA->601 NFA->3902
Browsing->(447/1000)   DFA->601 NFA->5103
Browsing->(448/1000)   DFA->600 NFA->4202
Browsing->(449/1000)   DFA->601 NFA->5403
Browsing->(450/1000)   DFA->600 NFA->3602
Browsing->(451/1000)   DFA->600 NFA->5102
Browsing->(452/1000)   DFA->900 NFA->4202
Browsing->(453/1000)   DFA->600 NFA->3902
Browsing->(454/1000)   DFA->600 NFA->3902
Browsing->(455/1000)   DFA->600 NFA->3903
Browsing->(456/1000)   DFA->600 NFA->3602
Browsing->(457/1000)   DFA->601 NFA->3902
Browsing->(458/1000)   DFA->600 NFA->3902
Browsing->(459/1000)   DFA->600 NFA->3601
Browsing->(460/1000)   DFA->600 NFA->3902
Browsing->(461/1000)   DFA->601 NFA->3602
Browsing->(462/1000)   DFA->600 NFA->3602
Browsing->(463/1000)   DFA->600 NFA->3902
Browsing->(464/1000)   DFA->300 NFA->3602
Browsing->(465/1000)   DFA->300 NFA->3602
Browsing->(466/1000)   DFA->901 NFA->4202
Browsing->(467/1000)   DFA->601 NFA->3902
Browsing->(468/1000)   DFA->600 NFA->3902
Browsing->(469/1000)   DFA->301 NFA->3602
Browsing->(470/1000)   DFA->600 NFA->5403
Browsing->(471/1000)   DFA->600 NFA->5103
Browsing->(472/1000)   DFA->300 NFA->5703
Browsing->(473/1000)   DFA->601 NFA->3902
Browsing->(474/1000)   DFA->600 NFA->30016
Browsing->(475/1000)   DFA->900 NFA->4503
Browsing->(476/1000)   DFA->300 NFA->3602
Browsing->(477/1000)   DFA->600 NFA->3602
Browsing->(478/1000)   DFA->301 NFA->3602
Browsing->(479/1000)   DFA->601 NFA->3602
Browsing->(480/1000)   DFA->600 NFA->3902
Browsing->(481/1000)   DFA->600 NFA->3902
Browsing->(482/1000)   DFA->600 NFA->3602
Browsing->(483/1000)   DFA->300 NFA->3602
Browsing->(484/1000)   DFA->300 NFA->3302
Browsing->(485/1000)   DFA->600 NFA->3602
Browsing->(486/1000)   DFA->600 NFA->3602
Browsing->(487/1000)   DFA->600 NFA->3302
Browsing->(488/1000)   DFA->600 NFA->3602
Browsing->(489/1000)   DFA->600 NFA->3602
Browsing->(490/1000)   DFA->600 NFA->3302
Browsing->(491/1000)   DFA->600 NFA->3602
Browsing->(492/1000)   DFA->301 NFA->3602
Browsing->(493/1000)   DFA->601 NFA->4803
Browsing->(494/1000)   DFA->600 NFA->3302
Browsing->(495/1000)   DFA->600 NFA->5403
Browsing->(496/1000)   DFA->600 NFA->3302
Browsing->(497/1000)   DFA->301 NFA->5102
Browsing->(498/1000)   DFA->901 NFA->3602
Browsing->(499/1000)   DFA->601 NFA->3602
Browsing->(500/1000)   DFA->600 NFA->3902
Browsing->(501/1000)   DFA->900 NFA->4202
Browsing->(502/1000)   DFA->900 NFA->6604
Browsing->(503/1000)   DFA->601 NFA->3902
Browsing->(504/1000)   DFA->600 NFA->3602
Browsing->(505/1000)   DFA->601 NFA->3902
Browsing->(506/1000)   DFA->600 NFA->4202
Browsing->(507/1000)   DFA->600 NFA->3902
Browsing->(508/1000)   DFA->600 NFA->3902
Browsing->(509/1000)   DFA->600 NFA->5703
Browsing->(510/1000)   DFA->601 NFA->4802
Browsing->(511/1000)   DFA->1201 NFA->16509
Browsing->(512/1000)   DFA->900 NFA->4503
Browsing->(513/1000)   DFA->601 NFA->3602
Browsing->(514/1000)   DFA->900 NFA->3902
Browsing->(515/1000)   DFA->601 NFA->22212
Browsing->(516/1000)   DFA->901 NFA->4202
Browsing->(517/1000)   DFA->901 NFA->3602
Browsing->(518/1000)   DFA->601 NFA->6004
Browsing->(519/1000)   DFA->600 NFA->7504
Browsing->(520/1000)   DFA->901 NFA->6003
Browsing->(521/1000)   DFA->600 NFA->4202
Browsing->(522/1000)   DFA->600 NFA->5703
Browsing->(523/1000)   DFA->601 NFA->3902
Browsing->(524/1000)   DFA->600 NFA->3601
Browsing->(525/1000)   DFA->601 NFA->3302
Browsing->(526/1000)   DFA->600 NFA->3602
Browsing->(527/1000)   DFA->600 NFA->3302
Browsing->(528/1000)   DFA->600 NFA->3602
Browsing->(529/1000)   DFA->901 NFA->3902
Browsing->(530/1000)   DFA->600 NFA->3902
Browsing->(531/1000)   DFA->2101 NFA->3902
Browsing->(532/1000)   DFA->600 NFA->3602
Browsing->(533/1000)   DFA->901 NFA->4202
