->>>>IterationNumber<<<<--- : 10
DFA->11
NFA->6
Creation time    DFA->5160975 NFA->1957953
Browsing->(328/1000)   DFA->14708 NFA->71138
Browsing->(329/1000)   DFA->15609 NFA->71440
Browsing->(330/1000)   DFA->19811 NFA->97553
Browsing->(331/1000)   DFA->16509 NFA->67237
Browsing->(332/1000)   DFA->20411 NFA->99353
Browsing->(333/1000)   DFA->14408 NFA->66335
Browsing->(334/1000)   DFA->36319 NFA->181898
Browsing->(335/1000)   DFA->27614 NFA->118564
Browsing->(336/1000)   DFA->40222 NFA->176794
Browsing->(337/1000)   DFA->37220 NFA->175595
Browsing->(338/1000)   DFA->37819 NFA->167489
Browsing->(339/1000)   DFA->27615 NFA->121265
Browsing->(340/1000)   DFA->38722 NFA->182199
Browsing->(341/1000)   DFA->16810 NFA->71738
Browsing->(342/1000)   DFA->16209 NFA->91549
Browsing->(343/1000)   DFA->24313 NFA->99053
Browsing->(344/1000)   DFA->15308 NFA->66936
Browsing->(345/1000)   DFA->20411 NFA->98452
Browsing->(346/1000)   DFA->20111 NFA->105056
Browsing->(347/1000)   DFA->20111 NFA->101754
Browsing->(348/1000)   DFA->20111 NFA->95750
Browsing->(349/1000)   DFA->32718 NFA->156383
Browsing->(350/1000)   DFA->15308 NFA->66937
Browsing->(351/1000)   DFA->10206 NFA->42924
Browsing->(352/1000)   DFA->20411 NFA->101154
Browsing->(353/1000)   DFA->20112 NFA->96052
Browsing->(354/1000)   DFA->20412 NFA->98153
Browsing->(355/1000)   DFA->15009 NFA->66936
Browsing->(356/1000)   DFA->19810 NFA->96351
Browsing->(357/1000)   DFA->21010 NFA->97552
Browsing->(358/1000)   DFA->14408 NFA->66035
Browsing->(359/1000)   DFA->20111 NFA->96650
Browsing->(360/1000)   DFA->15009 NFA->69936
Browsing->(361/1000)   DFA->14407 NFA->66337
Browsing->(362/1000)   DFA->20111 NFA->101455
Browsing->(363/1000)   DFA->19811 NFA->97253
Browsing->(364/1000)   DFA->19810 NFA->96954
Browsing->(365/1000)   DFA->19811 NFA->96351
Browsing->(366/1000)   DFA->14408 NFA->68737
Browsing->(367/1000)   DFA->14708 NFA->69337
Browsing->(368/1000)   DFA->17710 NFA->68135
Browsing->(369/1000)   DFA->15008 NFA->71138
Browsing->(370/1000)   DFA->14708 NFA->68736
Browsing->(371/1000)   DFA->16508 NFA->68736
Browsing->(372/1000)   DFA->20411 NFA->97553
Browsing->(373/1000)   DFA->31515 NFA->121865
Browsing->(374/1000)   DFA->15307 NFA->67235
Browsing->(375/1000)   DFA->21611 NFA->102955
Browsing->(376/1000)   DFA->15309 NFA->67537
Browsing->(377/1000)   DFA->20410 NFA->97251
Browsing->(378/1000)   DFA->14406 NFA->67537
Browsing->(379/1000)   DFA->19810 NFA->97253
Browsing->(380/1000)   DFA->15008 NFA->68136
Browsing->(381/1000)   DFA->20411 NFA->99954
Browsing->(382/1000)   DFA->21010 NFA->97253
Browsing->(383/1000)   DFA->14408 NFA->69039
Browsing->(384/1000)   DFA->14707 NFA->67837
Browsing->(385/1000)   DFA->20112 NFA->95753
Browsing->(386/1000)   DFA->14708 NFA->67536
Browsing->(387/1000)   DFA->15009 NFA->68435
Browsing->(388/1000)   DFA->10205 NFA->44725
Browsing->(389/1000)   DFA->14709 NFA->67835
Browsing->(390/1000)   DFA->14407 NFA->67837
Browsing->(391/1000)   DFA->14407 NFA->66937
Browsing->(392/1000)   DFA->14409 NFA->66634
Browsing->(393/1000)   DFA->19511 NFA->68737
Browsing->(394/1000)   DFA->20411 NFA->99953
Browsing->(395/1000)   DFA->17110 NFA->66936
Browsing->(396/1000)   DFA->20111 NFA->96951
Browsing->(397/1000)   DFA->14408 NFA->66334
Browsing->(398/1000)   DFA->15308 NFA->66937
Browsing->(399/1000)   DFA->14109 NFA->64234
Browsing->(400/1000)   DFA->15608 NFA->70539
Browsing->(401/1000)   DFA->32418 NFA->136274
Browsing->(402/1000)   DFA->21012 NFA->99653
Browsing->(403/1000)   DFA->20411 NFA->100855
Browsing->(404/1000)   DFA->15308 NFA->68138
Browsing->(405/1000)   DFA->20411 NFA->95153
Browsing->(406/1000)   DFA->20712 NFA->99354
Browsing->(407/1000)   DFA->14408 NFA->66936
Browsing->(408/1000)   DFA->20110 NFA->96053
Browsing->(409/1000)   DFA->20111 NFA->96352
Browsing->(410/1000)   DFA->14709 NFA->64233
Browsing->(411/1000)   DFA->14408 NFA->68736
Browsing->(412/1000)   DFA->19811 NFA->97553
Browsing->(413/1000)   DFA->20411 NFA->95150
Browsing->(414/1000)   DFA->20710 NFA->99055
Browsing->(415/1000)   DFA->14406 NFA->66637
Browsing->(416/1000)   DFA->20410 NFA->97854
Browsing->(417/1000)   DFA->19511 NFA->100854
Browsing->(418/1000)   DFA->15009 NFA->65136
Browsing->(419/1000)   DFA->15007 NFA->72940
Browsing->(420/1000)   DFA->20112 NFA->95451
Browsing->(421/1000)   DFA->22513 NFA->94850
Browsing->(422/1000)   DFA->19810 NFA->102056
Browsing->(423/1000)   DFA->14408 NFA->66335
Browsing->(424/1000)   DFA->20112 NFA->94250
Browsing->(425/1000)   DFA->14108 NFA->65735
Browsing->(426/1000)   DFA->19811 NFA->98752
Browsing->(427/1000)   DFA->20411 NFA->95451
Browsing->(428/1000)   DFA->19510 NFA->99654
Browsing->(429/1000)   DFA->20110 NFA->94851
Browsing->(430/1000)   DFA->19811 NFA->96051
Browsing->(431/1000)   DFA->19511 NFA->92449
Browsing->(432/1000)   DFA->20111 NFA->94852
Browsing->(433/1000)   DFA->14709 NFA->69636
Browsing->(434/1000)   DFA->14407 NFA->66036
Browsing->(435/1000)   DFA->19510 NFA->96354
Browsing->(436/1000)   DFA->14408 NFA->65735
Browsing->(437/1000)   DFA->35419 NFA->153384
Browsing->(438/1000)   DFA->25513 NFA->116763
Browsing->(439/1000)   DFA->28216 NFA->128169
Browsing->(440/1000)   DFA->24913 NFA->70539
Browsing->(441/1000)   DFA->20411 NFA->95451
Browsing->(442/1000)   DFA->20409 NFA->104155
Browsing->(443/1000)   DFA->30917 NFA->96352
Browsing->(444/1000)   DFA->20111 NFA->93649
Browsing->(445/1000)   DFA->15008 NFA->69037
Browsing->(446/1000)   DFA->23113 NFA->96651
Browsing->(447/1000)   DFA->21311 NFA->98152
Browsing->(448/1000)   DFA->19509 NFA->92749
Browsing->(449/1000)   DFA->14409 NFA->63633
Browsing->(450/1000)   DFA->19810 NFA->101755
Browsing->(451/1000)   DFA->15008 NFA->67235
Browsing->(452/1000)   DFA->19811 NFA->112862
Browsing->(453/1000)   DFA->19510 NFA->92452
Browsing->(454/1000)   DFA->20111 NFA->100855
Browsing->(455/1000)   DFA->20410 NFA->95751
Browsing->(456/1000)   DFA->20411 NFA->98151
Browsing->(457/1000)   DFA->14407 NFA->66635
Browsing->(458/1000)   DFA->14708 NFA->66935
Browsing->(459/1000)   DFA->14707 NFA->67536
Browsing->(460/1000)   DFA->20411 NFA->99353
Browsing->(461/1000)   DFA->15608 NFA->66634
Browsing->(462/1000)   DFA->20410 NFA->100254
Browsing->(463/1000)   DFA->20112 NFA->94253
Browsing->(464/1000)   DFA->15009 NFA->66637
Browsing->(465/1000)   DFA->22811 NFA->97852
Browsing->(466/1000)   DFA->14408 NFA->68136
Browsing->(467/1000)   DFA->20711 NFA->96951
Browsing->(468/1000)   DFA->15308 NFA->69637
Browsing->(469/1000)   DFA->20110 NFA->96653
Browsing->(470/1000)   DFA->14108 NFA->71438
Browsing->(471/1000)   DFA->23112 NFA->99654
Browsing->(472/1000)   DFA->19210 NFA->73840
Browsing->(473/1000)   DFA->20411 NFA->106259
Browsing->(474/1000)   DFA->15008 NFA->66036
Browsing->(475/1000)   DFA->19811 NFA->99053
Browsing->(476/1000)   DFA->19811 NFA->93652
Browsing->(477/1000)   DFA->20112 NFA->98153
Browsing->(478/1000)   DFA->14408 NFA->75941
Browsing->(479/1000)   DFA->21612 NFA->77141
Browsing->(480/1000)   DFA->14707 NFA->67237
Browsing->(481/1000)   DFA->15309 NFA->70838
Browsing->(482/1000)   DFA->19812 NFA->96351
Browsing->(483/1000)   DFA->14406 NFA->66936
Browsing->(484/1000)   DFA->22213 NFA->96654
Browsing->(485/1000)   DFA->14107 NFA->69937
Browsing->(486/1000)   DFA->14706 NFA->63635
Browsing->(487/1000)   DFA->20111 NFA->5326663
